0.213867,	1.478073
0.090820,	0.948736
0.011993,	2.909510
0.966705,	-0.617697
0.324402,	1.444693
0.956451,	-0.405472
0.333160,	-0.278927
0.719879,	-1.456181
0.502991,	-0.645133
0.342743,	0.978862
0.698914,	0.381148
0.175659,	0.755766
0.095551,	1.017884
0.827820,	-1.913142
0.027740,	1.950209
0.120148,	1.834777
0.619446,	-0.104144
0.733032,	-0.973147
0.234955,	-0.826092
0.669342,	-1.488051
0.641113,	0.705777
0.115387,	0.625282
0.380615,	-1.322027
0.450043,	0.429160
0.358795,	-0.881745
0.644409,	-1.128066
0.163483,	-0.077344
0.743530,	-1.901608
0.296295,	0.952040
0.145508,	1.235483
0.416595,	-0.945573
0.623322,	-0.925836
0.014801,	2.450335
0.090057,	1.556269
0.761322,	-0.543188
0.618469,	-0.500344
0.248016,	0.658216
0.814484,	-1.534690
0.075653,	2.075913
0.933350,	-0.924002
0.367737,	-0.010849
0.748779,	-1.414446
0.933350,	0.012390
0.755310,	-0.371211
0.585632,	-0.952506
0.436218,	0.403558
0.669983,	-0.371920
0.681793,	-0.814053
0.797546,	-0.474891
0.625244,	-0.476350
0.232086,	0.501164
0.797363,	-1.634053
0.476746,	0.266232
0.214905,	1.187714
0.466003,	-1.127144
0.432770,	0.506627
0.522186,	-0.580600
0.335052,	0.981002
0.002106,	2.294733
0.136627,	2.657142
0.468048,	-0.677102
0.342590,	1.029515
0.391357,	1.063662
0.891510,	-0.863071
0.960968,	0.280945
0.014923,	0.026420
0.649658,	0.733289
0.105164,	0.570005
0.910980,	-0.075700
0.721954,	-0.425132
0.867004,	-0.448435
0.408539,	0.290394
0.222717,	1.086844
0.857880,	-1.349991
0.037109,	0.662242
0.791534,	-2.479760
0.512604,	-0.451609
0.313873,	1.064215
0.764191,	0.570213
0.108246,	0.461230
0.719116,	-0.118540
0.273315,	0.803376
0.002655,	-3.422493
0.482117,	0.386192
0.011353,	2.304675
0.110107,	1.909215
0.486542,	-0.746818
0.643127,	-0.939749
0.903015,	-0.212012
0.672241,	-0.398852
0.004608,	-0.459522
0.727631,	-3.247876
0.977753,	-0.025320
0.730957,	-0.210608
0.177094,	-1.671055
0.572479,	-0.818371
0.131683,	1.445525
0.877441,	-1.401844
0.891113,	0.468967
0.034454,	0.103140
0.740356,	-0.463934
0.647919,	-0.621299
0.050171,	-1.633464
0.366364,	1.821109
0.655090,	0.499795
0.158569,	0.772120
0.794586,	0.284640
0.181061,	0.615506
0.436371,	1.262899
0.031372,	0.252213
0.848694,	0.559395
0.034515,	0.123252
0.729156,	0.619781
0.892334,	-0.497600
0.151337,	1.047217
0.159424,	1.637020
0.187500,	0.307284
0.223145,	1.803754
0.425934,	-0.953796
0.380249,	0.892870
0.854065,	0.323338
0.847626,	-0.459292
0.845978,	-0.031149
0.741425,	-0.577541
0.400818,	0.682909
0.834259,	-1.167104
0.452759,	0.914237
0.879364,	-0.865426
0.137604,	1.641662
0.095795,	1.127696
0.481049,	-0.581101
0.670258,	-1.061082
0.194305,	-1.772750
0.467590,	0.366070
0.249481,	0.670600
0.184082,	1.525464
0.783295,	-0.670401
0.545624,	-0.197622
0.771454,	-0.712771
0.476837,	0.104473
0.947906,	0.299802
0.065491,	0.130835
0.743073,	-0.009014
0.251862,	0.770611
0.703857,	0.666576
0.103638,	0.507971
0.064178,	2.062565
0.921265,	-1.112655
0.979156,	0.151683
0.882355,	-0.138274
0.549042,	0.888361
0.099396,	0.640293
0.259338,	-1.589082
0.459137,	0.417205
0.982574,	0.174746
0.059052,	0.067985
0.343933,	1.269288
0.082458,	0.723550
0.178528,	0.774008
0.181549,	1.687286
0.120483,	-2.056062
0.494476,	0.071387
0.196075,	1.646179
0.932709,	-0.740680
0.762421,	0.716198
0.962494,	-0.171973
0.370422,	-1.114030
0.395081,	0.863227
0.256989,	-0.702810
0.320099,	1.491142
0.314636,	1.160429
0.888153,	-0.982894
0.669617,	0.272931
0.799286,	-0.853000
0.548157,	-0.287593
0.707764,	-1.058148
0.050720,	2.240117
0.934845,	-0.971977
0.908356,	-0.436256
0.515930,	-0.043812
0.391388,	-0.601486
0.322357,	1.230580
0.401978,	-1.149806
0.412201,	0.707577
0.534149,	-1.117270
0.510895,	-0.076601
0.651886,	0.185516
0.217865,	0.906286
0.445099,	0.481047
0.811707,	-1.177927
0.595947,	1.017019
0.004639,	0.029650
0.753510,	-0.251148
0.304169,	0.709191
0.594055,	-0.819031
0.398254,	0.608896
0.965363,	0.113572
0.820343,	-0.240009
0.599731,	-0.377639
0.689087,	-0.938049
0.257050,	0.614105
0.189240,	1.529656
0.552307,	-0.207041
0.280426,	1.069783
0.255005,	-1.637301
0.522064,	-0.228450
0.646027,	-0.934115
0.506042,	-0.035482
0.708466,	0.352383
0.819763,	-0.751754
0.632416,	-0.553019
0.348022,	0.781401
0.460602,	-0.501536
0.684021,	-1.139695
0.812195,	0.552218
0.086426,	0.333294
0.625031,	-0.829160
0.413300,	0.502398
0.872772,	-0.443144
0.411530,	0.275290
0.373444,	-0.127124
0.264435,	1.397790
0.227631,	1.688888
0.030548,	0.328204
0.240936,	0.887534
0.161835,	1.434827
0.014099,	-0.894495
0.299561,	2.779058
0.355225,	-0.950570
0.635132,	-1.080012
0.405487,	1.143633
0.912048,	-0.705291
0.495636,	-0.123367
0.266602,	1.178392
0.393921,	0.616521
0.175415,	1.217831
0.388885,	-1.241416
0.429413,	0.589770
0.700012,	0.703410
0.906647,	-0.467471
0.147034,	-1.595061
0.598480,	-1.135768
0.966064,	-0.260328
0.478271,	0.035764
0.254395,	1.647753
0.014496,	0.150494
0.888306,	0.466390
0.046143,	0.139137
0.009735,	3.026406
0.983032,	-0.323878
0.445251,	-1.269505
0.489838,	0.081171
0.829407,	-0.517800
0.589325,	-0.325534
0.877563,	0.418310
0.097412,	0.293648
0.318451,	1.161460
0.110687,	0.969321
0.576569,	-1.035952
0.525543,	-0.167705
0.515198,	0.961145
0.907135,	-0.634514
0.536926,	1.020267
0.066162,	0.450382
0.216217,	1.574410
0.071930,	0.764315
0.530090,	0.007777
0.751099,	-1.126657
0.787384,	-0.494694
0.623108,	-0.483070
0.654694,	-0.422322
0.325867,	0.817814
0.367645,	-1.406282
0.517334,	-0.153770
0.420258,	-0.938182
0.623779,	-0.923899
0.871674,	-0.056269
0.267120,	0.521070
0.020203,	-1.934393
0.371735,	2.015443
0.697296,	-0.795220
0.442963,	0.297850
0.950592,	0.307796
0.958923,	-0.081252
0.544708,	0.598438
0.841339,	-0.925679
0.630951,	0.298773
0.199615,	0.912025
0.252838,	-1.340259
0.600220,	-0.976585
0.183075,	-1.332410
0.621368,	-1.272951
0.059784,	2.288237
0.042816,	0.630879
0.024567,	-0.999802
0.309845,	2.532415
0.193390,	-1.777927
0.531250,	-0.353652
0.432770,	0.704958
0.841675,	-1.085418
0.197723,	1.378344
0.111237,	1.158421
0.735901,	-0.403648
0.336182,	0.671109
0.902802,	0.059657
0.228943,	0.448270
0.287292,	0.864838
0.157776,	1.321576
0.442535,	-0.406347
0.301544,	1.210517
0.879028,	-0.156145
0.299744,	0.483213
0.228027,	-1.518299
0.422241,	0.807061
0.751404,	0.750756
0.981140,	-0.089383
0.282257,	1.579973
0.981628,	-0.183194
0.854248,	-0.559658
0.487793,	0.043010
0.842194,	-0.583852
0.486115,	0.051068
0.516510,	0.274810
0.788422,	-1.116154
0.634796,	-0.583942
0.354919,	0.753601
0.180176,	1.786858
0.957855,	-0.484545
0.733063,	0.779735
0.976837,	-0.114288
0.355133,	1.330033
0.937683,	-0.549126
0.398560,	0.483788
0.808044,	-1.267180
0.450745,	-0.632957
0.666412,	-1.092279
0.816223,	0.166673
0.792114,	-0.615106
0.640625,	0.727786
0.109833,	0.600790
0.128387,	1.508065
0.883606,	-1.353198
0.417175,	0.223566
0.222961,	1.303271
0.673462,	0.855874
0.956299,	-0.241098
0.991455,	-0.092690
0.375092,	0.092584
0.836273,	0.429762
0.877625,	-0.415817
0.195190,	-0.213016
0.268799,	1.795044
0.415894,	1.300645
0.030334,	0.250945
0.040924,	1.890471
0.884430,	-1.678747
0.917145,	0.384310
0.062439,	0.159014
0.596771,	-1.008920
0.481079,	0.120512
0.672424,	0.536054
0.147247,	0.711602
0.331635,	0.583277
0.185791,	1.366467
0.199615,	-1.754029
0.534149,	-0.382238
0.587494,	0.309413
0.201508,	0.983891
0.702881,	-0.395417
0.671967,	-0.740798
0.334991,	0.747158
0.165710,	1.276345
