1	250	19
1	251	34.39
1	252	56.953279
1	253	81.469798
1	254	96.566316
1	255	99.882098
1	256	99.999861
1	257	100
1	258	100
1	259	100
1	260	100
1	261	100
1	262	100
1	263	100
1	264	100
1	265	100
1	266	100
1	267	100
1	268	100
1	269	100
1	270	100
1	271	100
1	272	100
1	273	100
1	274	100
1	275	100
1	276	100
1	277	100
1	278	100
1	279	100
1	280	100
1	281	100
1	282	100
1	283	100
1	284	100
1	285	100
1	286	100
1	287	100
1	288	100
1	289	100
1	290	100
1	291	100
1	292	100
1	293	100
1	294	100
1	295	100
1	296	100
1	297	100
1	298	100
1	299	100
1.1	250	19.9
1.1	251	37.43389
1.1	252	63.196912
1.1	253	88.781168
1.1	254	99.737399
1.1	255	100.025502
1.1	256	99.997443
1.1	257	100.000256
1.1	258	99.999974
1.1	259	100.000003
1.1	260	100
1.1	261	100
1.1	262	100
1.1	263	100
1.1	264	100
1.1	265	100
1.1	266	100
1.1	267	100
1.1	268	100
1.1	269	100
1.1	270	100
1.1	271	100
1.1	272	100
1.1	273	100
1.1	274	100
1.1	275	100
1.1	276	100
1.1	277	100
1.1	278	100
1.1	279	100
1.1	280	100
1.1	281	100
1.1	282	100
1.1	283	100
1.1	284	100
1.1	285	100
1.1	286	100
1.1	287	100
1.1	288	100
1.1	289	100
1.1	290	100
1.1	291	100
1.1	292	100
1.1	293	100
1.1	294	100
1.1	295	100
1.1	296	100
1.1	297	100
1.1	298	100
1.1	299	100
1.2	250	20.8
1.2	251	40.56832
1.2	252	69.500841
1.2	253	94.937447
1.2	254	100.704957
1.2	255	99.853045
1.2	256	100.029132
1.2	257	99.994163
1.2	258	100.001167
1.2	259	99.999767
1.2	260	100.000047
1.2	261	99.999991
1.2	262	100.000002
1.2	263	100
1.2	264	100
1.2	265	100
1.2	266	100
1.2	267	100
1.2	268	100
1.2	269	100
1.2	270	100
1.2	271	100
1.2	272	100
1.2	273	100
1.2	274	100
1.2	275	100
1.2	276	100
1.2	277	100
1.2	278	100
1.2	279	100
1.2	280	100
1.2	281	100
1.2	282	100
1.2	283	100
1.2	284	100
1.2	285	100
1.2	286	100
1.2	287	100
1.2	288	100
1.2	289	100
1.2	290	100
1.2	291	100
1.2	292	100
1.2	293	100
1.2	294	100
1.2	295	100
1.2	296	100
1.2	297	100
1.2	298	100
1.2	299	100
1.3	250	21.7
1.3	251	43.78843
1.3	252	75.786843
1.3	253	99.642347
1.3	254	100.105633
1.3	255	99.968165
1.3	256	100.009537
1.3	257	99.997138
1.3	258	100.000859
1.3	259	99.999742
1.3	260	100.000077
1.3	261	99.999977
1.3	262	100.000007
1.3	263	99.999998
1.3	264	100.000001
1.3	265	100
1.3	266	100
1.3	267	100
1.3	268	100
1.3	269	100
1.3	270	100
1.3	271	100
1.3	272	100
1.3	273	100
1.3	274	100
1.3	275	100
1.3	276	100
1.3	277	100
1.3	278	100
1.3	279	100
1.3	280	100
1.3	281	100
1.3	282	100
1.3	283	100
1.3	284	100
1.3	285	100
1.3	286	100
1.3	287	100
1.3	288	100
1.3	289	100
1.3	290	100
1.3	291	100
1.3	292	100
1.3	293	100
1.3	294	100
1.3	295	100
1.3	296	100
1.3	297	100
1.3	298	100
1.3	299	100
1.4	250	22.6
1.4	251	47.08936
1.4	252	81.970754
1.4	253	102.660946
1.4	254	98.836492
1.4	255	100.446451
1.4	256	99.818629
1.4	257	100.072088
1.4	258	99.971092
1.4	259	100.011551
1.4	260	99.995378
1.4	261	100.001849
1.4	262	99.99926
1.4	263	100.000296
1.4	264	99.999882
1.4	265	100.000047
1.4	266	99.999981
1.4	267	100.000008
1.4	268	99.999997
1.4	269	100.000001
1.4	270	100
1.4	271	100
1.4	272	100
1.4	273	100
1.4	274	100
1.4	275	100
1.4	276	100
1.4	277	100
1.4	278	100
1.4	279	100
1.4	280	100
1.4	281	100
1.4	282	100
1.4	283	100
1.4	284	100
1.4	285	100
1.4	286	100
1.4	287	100
1.4	288	100
1.4	289	100
1.4	290	100
1.4	291	100
1.4	292	100
1.4	293	100
1.4	294	100
1.4	295	100
1.4	296	100
1.4	297	100
1.4	298	100
1.4	299	100
1.5	250	23.5
1.5	251	50.46625
1.5	252	87.962989
1.5	253	103.845161
1.5	254	97.855641
1.5	255	101.003206
1.5	256	99.483301
1.5	257	100.254345
1.5	258	99.871857
1.5	259	100.063825
1.5	260	99.968026
1.5	261	100.015971
1.5	262	99.99201
1.5	263	100.003994
1.5	264	99.998003
1.5	265	100.000999
1.5	266	99.999501
1.5	267	100.00025
1.5	268	99.999875
1.5	269	100.000062
1.5	270	99.999969
1.5	271	100.000016
1.5	272	99.999992
1.5	273	100.000004
1.5	274	99.999998
1.5	275	100.000001
1.5	276	100
1.5	277	100
1.5	278	100
1.5	279	100
1.5	280	100
1.5	281	100
1.5	282	100
1.5	283	100
1.5	284	100
1.5	285	100
1.5	286	100
1.5	287	100
1.5	288	100
1.5	289	100
1.5	290	100
1.5	291	100
1.5	292	100
1.5	293	100
1.5	294	100
1.5	295	100
1.5	296	100
1.5	297	100
1.5	298	100
1.5	299	100
1.6	250	24.4
1.6	251	53.91424
1.6	252	93.6691
1.6	253	103.157255
1.6	254	97.946155
1.6	255	101.164815
1.6	256	99.279402
1.6	257	100.42405
1.6	258	99.742693
1.6	259	100.153325
1.6	260	99.907629
1.6	261	100.055286
1.6	262	99.966779
1.6	263	100.019915
1.6	264	99.988045
1.6	265	100.007171
1.6	266	99.995697
1.6	267	100.002582
1.6	268	99.998451
1.6	269	100.000929
1.6	270	99.999442
1.6	271	100.000335
1.6	272	99.999799
1.6	273	100.00012
1.6	274	99.999928
1.6	275	100.000043
1.6	276	99.999974
1.6	277	100.000016
1.6	278	99.999991
1.6	279	100.000006
1.6	280	99.999997
1.6	281	100.000002
1.6	282	99.999999
1.6	283	100.000001
1.6	284	100
1.6	285	100
1.6	286	100
1.6	287	100
1.6	288	100
1.6	289	100
1.6	290	100
1.6	291	100
1.6	292	100
1.6	293	100
1.6	294	100
1.6	295	100
1.6	296	100
1.6	297	100
1.6	298	100
1.6	299	100
1.7	250	25.3
1.7	251	57.42847
1.7	252	98.990373
1.7	253	100.68941
1.7	254	99.509333
1.7	255	100.339374
1.7	256	99.76048
1.7	257	100.166689
1.7	258	99.882846
1.7	259	100.081775
1.7	260	99.942644
